ts_iso,endpoint,http_status,client_total_ms,server_latency_ms,url,cold_start
2025-11-14T21:45:52Z,ce_batch,200,16.979,11.701,http://34.8.201.151/send/batch,
2025-11-14T21:45:52Z,ce_batch,200,16.762,11.53,http://34.8.201.151/send/batch,
2025-11-14T21:45:53Z,ce_batch,200,19.517,11.601,http://34.8.201.151/send/batch,
2025-11-14T21:45:53Z,ce_batch,200,20.277,12.15,http://34.8.201.151/send/batch,
2025-11-14T21:45:54Z,ce_batch,200,17.331,12.424,http://34.8.201.151/send/batch,
2025-11-14T21:45:54Z,ce_batch,200,16.48,11.374,http://34.8.201.151/send/batch,
2025-11-14T21:45:55Z,ce_batch,200,19.089,13.025,http://34.8.201.151/send/batch,
2025-11-14T21:45:55Z,ce_batch,200,21.763,12.15,http://34.8.201.151/send/batch,
2025-11-14T21:45:56Z,ce_batch,200,17.815,12.087,http://34.8.201.151/send/batch,
2025-11-14T21:45:56Z,ce_batch,200,21.953,13.596,http://34.8.201.151/send/batch,
2025-11-14T21:45:57Z,ce_batch,200,17.865,12,http://34.8.201.151/send/batch,
2025-11-14T21:45:57Z,ce_batch,200,22.04,12.222,http://34.8.201.151/send/batch,
2025-11-14T21:45:58Z,ce_batch,200,17.353,12.025,http://34.8.201.151/send/batch,
2025-11-14T21:45:58Z,ce_batch,200,18.257,11.547,http://34.8.201.151/send/batch,
2025-11-14T21:45:59Z,ce_batch,200,18.401,12.595,http://34.8.201.151/send/batch,
2025-11-14T21:45:59Z,ce_batch,200,16.987,12.311,http://34.8.201.151/send/batch,
2025-11-14T21:45:59Z,ce_batch,200,17.247,12.189,http://34.8.201.151/send/batch,
2025-11-14T21:46:00Z,ce_batch,200,19.08,12.174,http://34.8.201.151/send/batch,
2025-11-14T21:46:00Z,ce_batch,200,17.353,12.584,http://34.8.201.151/send/batch,
2025-11-14T21:46:01Z,ce_batch,200,19.736,14.057,http://34.8.201.151/send/batch,
2025-11-14T21:46:01Z,ce_batch,200,17.885,12.256,http://34.8.201.151/send/batch,
2025-11-14T21:46:02Z,ce_batch,200,18.957,12.899,http://34.8.201.151/send/batch,
2025-11-14T21:46:02Z,ce_batch,200,18.764,13.138,http://34.8.201.151/send/batch,
2025-11-14T21:46:03Z,ce_batch,200,15.799,11.295,http://34.8.201.151/send/batch,
2025-11-14T21:46:03Z,ce_batch,200,16.109,11.368,http://34.8.201.151/send/batch,
2025-11-14T21:46:04Z,ce_batch,200,17.712,10.259,http://34.8.201.151/send/batch,
2025-11-14T21:46:04Z,ce_batch,200,24.072,11.444,http://34.8.201.151/send/batch,
2025-11-14T21:46:05Z,ce_batch,200,16.954,11.499,http://34.8.201.151/send/batch,
2025-11-14T21:46:05Z,ce_batch,200,19.023,12.547,http://34.8.201.151/send/batch,
2025-11-14T21:46:06Z,ce_batch,200,17.723,12.973,http://34.8.201.151/send/batch,
2025-11-14T21:46:06Z,ce_batch,200,20.867,13.03,http://34.8.201.151/send/batch,
2025-11-14T21:46:07Z,ce_batch,200,18.53,12.391,http://34.8.201.151/send/batch,
2025-11-14T21:46:07Z,ce_batch,200,17.224,12.069,http://34.8.201.151/send/batch,
2025-11-14T21:46:08Z,ce_batch,200,18.391,12.359,http://34.8.201.151/send/batch,
