ts_iso,endpoint,http_status,client_total_ms,server_latency_ms,url,cold_start
2025-11-15T13:18:31Z,ce_nobatch,200,13.735,7.275,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:32Z,ce_nobatch,200,13.906,6.007,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:32Z,ce_nobatch,200,12.69,6.337,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:33Z,ce_nobatch,200,12.393,6.953,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:33Z,ce_nobatch,200,11.775,5.863,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:33Z,ce_nobatch,200,14.199,7.184,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:34Z,ce_nobatch,200,12.245,5.997,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:34Z,ce_nobatch,200,12.63,6.35,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:35Z,ce_nobatch,200,12.811,6.561,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:35Z,ce_nobatch,200,11.776,5.749,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:36Z,ce_nobatch,200,13.584,6.379,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:36Z,ce_nobatch,200,12.543,6.514,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:37Z,ce_nobatch,200,11.937,6.571,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:37Z,ce_nobatch,200,14.644,5.618,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:38Z,ce_nobatch,200,12.867,6.73,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:38Z,ce_nobatch,200,14.023,6.247,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:39Z,ce_nobatch,200,19.531,7.054,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:39Z,ce_nobatch,200,10.682,4.593,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:40Z,ce_nobatch,200,13.218,6.413,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:40Z,ce_nobatch,200,12.005,6.099,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:41Z,ce_nobatch,200,11.31,5.765,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:41Z,ce_nobatch,200,12.765,7.109,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:42Z,ce_nobatch,200,14.284,6.606,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:42Z,ce_nobatch,200,11.961,6.461,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:43Z,ce_nobatch,200,11.799,6.439,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:43Z,ce_nobatch,200,15.461,6.4,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:44Z,ce_nobatch,200,18.542,6.318,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:44Z,ce_nobatch,200,10.984,4.675,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:45Z,ce_nobatch,200,11.403,6.113,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:45Z,ce_nobatch,200,11.571,6.015,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:45Z,ce_nobatch,200,14.16,7.102,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:46Z,ce_nobatch,200,11.716,6.267,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:46Z,ce_nobatch,200,10.523,6.118,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:47Z,ce_nobatch,200,10.948,6.383,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:47Z,ce_nobatch,200,11.379,6.499,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:48Z,ce_nobatch,200,11.981,6.679,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:48Z,ce_nobatch,200,12.137,7.132,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:49Z,ce_nobatch,200,13.405,6.792,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:49Z,ce_nobatch,200,13.578,6.109,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:50Z,ce_nobatch,200,10.985,6.237,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:50Z,ce_nobatch,200,11.424,6.076,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:51Z,ce_nobatch,200,12.994,5.952,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:51Z,ce_nobatch,200,10.064,6.299,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:52Z,ce_nobatch,200,12.848,7.747,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:52Z,ce_nobatch,200,11.642,5.613,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:53Z,ce_nobatch,200,12.263,6.128,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:53Z,ce_nobatch,200,13.109,6.886,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:54Z,ce_nobatch,200,16.469,6.304,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:54Z,ce_nobatch,200,11.283,6.141,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:55Z,ce_nobatch,200,12.558,6.526,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:55Z,ce_nobatch,200,10.964,6.33,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:56Z,ce_nobatch,200,13.934,6.805,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:56Z,ce_nobatch,200,13.857,7.095,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:57Z,ce_nobatch,200,11.09,6.423,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:57Z,ce_nobatch,200,11.065,6.525,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:57Z,ce_nobatch,200,12.083,6.591,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:58Z,ce_nobatch,200,10.596,5.69,http://34.8.201.151/send/nobatch,
2025-11-15T13:18:58Z,ce_nobatch,200,11.907,6.251,http://34.8.201.151/send/nobatch,
