ts,cold_start,latency_ms
2025-10-02T17:35:47.210286,False,113.37399482727051
2025-10-02T17:35:47.296380,False,86.04621887207031
2025-10-02T17:35:47.370544,False,74.08809661865234
2025-10-02T17:35:47.468127,False,97.48315811157227
2025-10-02T17:35:47.559213,False,91.0189151763916
2025-10-02T17:35:47.637216,False,77.9569149017334
2025-10-02T17:35:47.725130,False,87.85200119018555
2025-10-02T17:35:47.816594,False,91.38607978820801
2025-10-02T17:35:47.907120,False,90.45791625976562
2025-10-02T17:35:47.994853,False,87.65268325805664
2025-10-02T17:35:48.081671,False,86.72785758972168
2025-10-02T17:35:48.175167,False,93.3990478515625
2025-10-02T17:35:48.269902,False,94.64478492736816
2025-10-02T17:35:48.352200,False,82.19385147094727
2025-10-02T17:35:48.422542,False,70.24097442626953
2025-10-02T17:35:48.507441,False,84.84101295471191
2025-10-02T17:35:48.580287,False,72.81017303466797
2025-10-02T17:35:48.673045,False,92.7271842956543
2025-10-02T17:35:48.740910,False,67.83795356750488
2025-10-02T17:35:48.824967,False,83.99009704589844
2025-10-02T17:35:48.908079,False,83.03308486938477
2025-10-02T17:35:48.975743,False,67.60501861572266
2025-10-02T17:35:49.059827,False,84.04898643493652
2025-10-02T17:35:49.127010,False,67.14606285095215
2025-10-02T17:35:49.192897,False,65.8559799194336
2025-10-02T17:35:49.277606,False,84.67292785644531
2025-10-02T17:35:49.357204,False,79.56910133361816
2025-10-02T17:35:49.443387,False,86.15517616271973
2025-10-02T17:35:49.511463,False,68.01986694335938
2025-10-02T17:35:49.593797,False,82.27705955505371
2025-10-02T17:35:49.681310,False,87.4638557434082
2025-10-02T17:35:49.751527,False,70.18589973449707
2025-10-02T17:35:49.833894,False,82.33880996704102
2025-10-02T17:35:49.900644,False,66.71404838562012
2025-10-02T17:35:49.985690,False,85.00981330871582
2025-10-02T17:35:50.069317,False,83.56308937072754
2025-10-02T17:35:50.155716,False,86.3199234008789
2025-10-02T17:35:50.226544,False,70.74594497680664
2025-10-02T17:35:50.311141,False,84.52987670898438
2025-10-02T17:35:50.379443,False,68.24302673339844
2025-10-02T17:35:50.448373,False,68.86887550354004
2025-10-02T17:35:50.532026,False,83.60505104064941
2025-10-02T17:35:50.603248,False,71.17986679077148
2025-10-02T17:35:50.687784,False,84.49625968933105
2025-10-02T17:35:50.758876,False,71.06208801269531
2025-10-02T17:35:50.827896,False,68.99309158325195
2025-10-02T17:35:50.907625,False,79.70595359802246
2025-10-02T17:35:50.988763,False,81.09188079833984
2025-10-02T17:35:51.071716,False,82.8852653503418
2025-10-02T17:35:51.158615,False,86.81607246398926
2025-10-02T17:35:51.230765,False,72.08704948425293
2025-10-02T17:35:51.300375,False,69.5180892944336
2025-10-02T17:35:51.370716,False,70.30677795410156
2025-10-02T17:35:51.455495,False,84.72681045532227
2025-10-02T17:35:51.540802,False,85.22820472717285
2025-10-02T17:35:51.625424,False,84.5649242401123
2025-10-02T17:35:51.693856,False,68.37892532348633
2025-10-02T17:35:51.765395,False,71.46763801574707
2025-10-02T17:35:51.848978,False,83.50419998168945
2025-10-02T17:35:51.933383,False,84.33103561401367
2025-10-02T17:35:52.014633,False,81.16602897644043
2025-10-02T17:35:52.101541,False,86.81821823120117
2025-10-02T17:35:52.196603,False,94.96760368347168
2025-10-02T17:35:52.282674,False,86.00783348083496
2025-10-02T17:35:52.368512,False,85.75892448425293
2025-10-02T17:35:52.451912,False,83.28104019165039
2025-10-02T17:35:52.542741,False,90.73901176452637
2025-10-02T17:35:52.628371,False,85.57319641113281
2025-10-02T17:35:52.712007,False,83.58287811279297
2025-10-02T17:35:52.780398,False,68.33529472351074
2025-10-02T17:35:52.848900,False,68.45211982727051
2025-10-02T17:35:52.916658,False,67.71421432495117
2025-10-02T17:35:52.987517,False,70.81913948059082
2025-10-02T17:35:53.068796,False,81.23588562011719
2025-10-02T17:35:53.152717,False,83.85300636291504
2025-10-02T17:35:53.237469,False,84.68294143676758
2025-10-02T17:35:53.321472,False,83.92691612243652
2025-10-02T17:35:53.405922,False,84.38563346862793
2025-10-02T17:35:53.472966,False,66.98298454284668
2025-10-02T17:35:53.548191,False,75.17814636230469
2025-10-02T17:35:53.642496,False,94.26283836364746
2025-10-02T17:35:53.724000,False,81.44402503967285
2025-10-02T17:35:53.808649,False,84.56707000732422
2025-10-02T17:35:53.880568,False,71.86031341552734
2025-10-02T17:35:53.963640,False,83.02783966064453
2025-10-02T17:35:54.031905,False,68.21608543395996
2025-10-02T17:35:54.111386,False,79.4222354888916
2025-10-02T17:35:54.196178,False,84.74183082580566
2025-10-02T17:35:54.278643,False,82.40413665771484
2025-10-02T17:35:54.359419,False,80.71494102478027
2025-10-02T17:35:54.441391,False,81.9239616394043
2025-10-02T17:35:54.512738,False,71.30074501037598
2025-10-02T17:35:54.595308,False,82.51214027404785
2025-10-02T17:35:54.677898,False,82.5347900390625
2025-10-02T17:35:54.744246,False,66.30110740661621
2025-10-02T17:35:54.828858,False,84.55705642700195
2025-10-02T17:35:54.915076,False,86.16185188293457
2025-10-02T17:35:54.983706,False,68.57824325561523
2025-10-02T17:35:55.065410,False,81.63666725158691
2025-10-02T17:35:55.134212,False,68.74608993530273
2025-10-02T17:35:55.217008,False,82.7488899230957
2025-10-02T17:35:55.298917,False,81.6960334777832
2025-10-02T17:35:55.370574,False,71.5799331665039
