ts,cold_start,latency_ms
2025-10-02T17:35:08.270825,False,171.47374153137207
2025-10-02T17:35:08.389169,False,118.26777458190918
2025-10-02T17:35:08.471586,False,82.33118057250977
2025-10-02T17:35:08.549631,False,77.94404029846191
2025-10-02T17:35:08.631369,False,81.66074752807617
2025-10-02T17:35:08.714938,False,83.51683616638184
2025-10-02T17:35:08.790470,False,75.49333572387695
2025-10-02T17:35:08.870569,False,80.02114295959473
2025-10-02T17:35:08.949609,False,78.92990112304688
2025-10-02T17:35:09.041429,False,91.72916412353516
2025-10-02T17:35:09.131705,False,90.20113945007324
2025-10-02T17:35:09.205803,False,74.02801513671875
2025-10-02T17:35:09.296269,False,90.38519859313965
2025-10-02T17:35:09.388759,False,92.41914749145508
2025-10-02T17:35:09.464572,False,75.72793960571289
2025-10-02T17:35:09.559218,False,94.55704689025879
2025-10-02T17:35:09.651231,False,91.91083908081055
2025-10-02T17:35:09.745199,False,93.8560962677002
2025-10-02T17:35:09.816786,False,71.49314880371094
2025-10-02T17:35:09.915432,False,98.56009483337402
2025-10-02T17:35:10.011926,False,96.42410278320312
2025-10-02T17:35:10.104955,False,92.96369552612305
2025-10-02T17:35:10.191626,False,86.59791946411133
2025-10-02T17:35:10.276121,False,84.42974090576172
2025-10-02T17:35:10.344085,False,67.89803504943848
2025-10-02T17:35:10.412266,False,68.1149959564209
2025-10-02T17:35:10.482532,False,70.21570205688477
2025-10-02T17:35:10.569292,False,86.70330047607422
2025-10-02T17:35:10.651931,False,82.56006240844727
2025-10-02T17:35:10.721730,False,69.7028636932373
2025-10-02T17:35:10.806248,False,84.38801765441895
2025-10-02T17:35:10.890300,False,83.97698402404785
2025-10-02T17:35:10.973542,False,83.13202857971191
2025-10-02T17:35:11.041810,False,68.18413734436035
2025-10-02T17:35:11.112777,False,70.89877128601074
2025-10-02T17:35:11.196947,False,84.10406112670898
2025-10-02T17:35:11.266077,False,69.05388832092285
2025-10-02T17:35:11.334837,False,68.6941146850586
2025-10-02T17:35:11.421251,False,86.3490104675293
2025-10-02T17:35:11.502910,False,81.59303665161133
2025-10-02T17:35:11.572217,False,69.23604011535645
2025-10-02T17:35:11.658547,False,86.26389503479004
2025-10-02T17:35:11.742154,False,83.54520797729492
2025-10-02T17:35:11.825357,False,83.13989639282227
2025-10-02T17:35:11.909614,False,84.19108390808105
2025-10-02T17:35:11.990371,False,80.69229125976562
2025-10-02T17:35:12.073561,False,83.12106132507324
2025-10-02T17:35:12.159890,False,86.26413345336914
2025-10-02T17:35:12.232765,False,72.80993461608887
2025-10-02T17:35:12.315721,False,82.88884162902832
2025-10-02T17:35:12.401326,False,85.5398178100586
2025-10-02T17:35:12.468200,False,66.76387786865234
2025-10-02T17:35:12.551257,False,82.98802375793457
2025-10-02T17:35:12.639934,False,88.59801292419434
2025-10-02T17:35:12.721123,False,81.09784126281738
2025-10-02T17:35:12.809933,False,88.7448787689209
