ts,cold_start,server_ms
2025-10-16T13:42:20.366704,False,49.515
2025-10-16T13:42:20.580413,False,16.328
2025-10-16T13:42:20.771921,False,35.374
2025-10-16T13:42:20.890877,False,16.092
2025-10-16T13:42:21.449489,False,15.166
2025-10-16T13:42:21.632762,False,16.345
2025-10-16T13:42:21.758422,False,17.462
2025-10-16T13:42:24.800214,False,16.961
2025-10-16T13:42:24.909800,False,16.138
2025-10-16T13:42:25.160969,False,7.482
2025-10-16T13:42:25.265405,False,16.95
2025-10-16T13:42:25.397659,False,15.662
2025-10-16T13:42:25.542296,False,15.855
2025-10-16T13:42:25.650652,False,17.474
2025-10-16T13:42:25.771713,False,20.014
2025-10-16T13:42:25.894533,False,15.611
2025-10-16T13:42:26.250605,False,16.511
2025-10-16T13:42:26.498263,False,13.545
2025-10-16T13:42:26.602029,False,16.625
2025-10-16T13:42:26.730248,False,7.428
2025-10-16T13:42:27.355712,False,14.154
2025-10-16T13:42:27.500324,False,7.391
2025-10-16T13:42:27.748297,False,15.311
2025-10-16T13:42:27.872864,False,17.016
2025-10-16T13:42:28.789090,False,16.687
2025-10-16T13:42:28.890869,False,7.442
2025-10-16T13:42:29.587670,False,16.519
2025-10-16T13:42:29.711721,False,13.502
2025-10-16T13:42:29.833255,False,15.848
2025-10-16T13:42:29.953852,False,7.67
2025-10-16T13:42:31.586548,False,7.546
2025-10-16T13:42:31.793172,False,7.152
2025-10-16T13:42:31.914039,False,8.327
2025-10-16T13:42:32.417164,False,8.012
2025-10-16T13:42:32.611929,False,7.843
2025-10-16T13:42:32.710256,False,7.286
2025-10-16T13:42:32.803615,False,7.437
2025-10-16T13:42:32.911027,False,8.542
2025-10-16T13:42:33.285022,False,7.995
2025-10-16T13:42:33.563486,False,48.09
2025-10-16T13:42:33.681246,False,13.698
2025-10-16T13:42:33.798898,False,7.562
2025-10-16T13:42:33.899363,False,7.447
2025-10-16T13:42:34.543342,False,6.943
2025-10-16T13:42:34.764199,False,8.251
2025-10-16T13:42:34.855390,False,7.358
2025-10-16T13:42:35.353295,False,8.163
2025-10-16T13:42:35.458800,False,9.22
2025-10-16T13:42:35.593664,False,27.059
2025-10-16T13:42:35.703328,False,7.299
2025-10-16T13:42:35.870084,False,8.7
2025-10-16T13:42:36.459160,False,7.127
2025-10-16T13:42:36.561745,False,8.44
2025-10-16T13:42:36.756699,False,7.761
2025-10-16T13:42:36.852653,False,7.693
2025-10-16T13:42:37.643554,False,7.453
2025-10-16T13:42:37.819580,False,8.114
2025-10-16T13:42:38.513216,False,7.832
2025-10-16T13:42:38.632560,False,8.168
2025-10-16T13:42:38.746191,False,7.535
2025-10-16T13:42:38.875043,False,7.91
2025-10-16T13:42:39.299618,False,9.184
2025-10-16T13:42:39.544582,False,16.009
2025-10-16T13:42:39.660751,False,7.795
2025-10-16T13:42:39.769440,False,7.514
2025-10-16T13:42:39.891650,False,7.589
2025-10-16T13:42:40.579340,False,8.803
2025-10-16T13:42:41.945249,False,6.926
2025-10-16T13:42:42.528247,False,17.329
2025-10-16T13:42:42.653771,False,7.33
2025-10-16T13:42:42.774446,False,17.865
2025-10-16T13:42:42.881746,False,7.523
2025-10-16T13:42:43.293695,False,8.59
2025-10-16T13:42:43.430593,False,7.602
2025-10-16T13:42:44.914945,False,7.625
2025-10-16T13:42:45.403427,False,8.528
2025-10-16T13:42:45.503944,False,7.754
2025-10-16T13:42:45.603720,False,9.251
2025-10-16T13:42:45.712983,False,7.852
2025-10-16T13:42:45.806154,False,7.361
2025-10-16T13:42:46.333817,False,8.343
2025-10-16T13:42:46.589249,False,7.763
2025-10-16T13:42:46.681706,False,9.153
2025-10-16T13:42:46.782560,False,7.18
2025-10-16T13:42:46.879761,False,8.053
2025-10-16T13:42:46.970632,False,7.581
