ts,cold_start,server_ms
2025-10-16T13:44:56.159557,False,13.59
2025-10-16T13:44:56.938958,False,12.14
2025-10-16T13:44:57.161060,False,13.79
2025-10-16T13:44:57.981490,False,12.87
2025-10-16T13:44:58.205155,False,13.51
2025-10-16T13:44:58.767373,False,13.54
2025-10-16T13:44:58.884269,False,14.13
2025-10-16T13:44:58.998134,False,9.28
2025-10-16T13:44:59.112717,False,13.29
2025-10-16T13:44:59.233981,False,10.55
2025-10-16T13:45:00.997300,False,16.43
2025-10-16T13:45:01.094425,False,9.04
2025-10-16T13:45:01.197468,False,9.0
2025-10-16T13:45:01.753052,False,13.69
2025-10-16T13:45:01.849138,False,9.0
2025-10-16T13:45:01.944004,False,8.65
2025-10-16T13:45:02.058794,False,8.52
2025-10-16T13:45:02.167427,False,9.16
2025-10-16T13:45:02.693487,False,8.59
2025-10-16T13:45:02.953962,False,11.84
2025-10-16T13:45:03.121399,False,8.49
2025-10-16T13:45:03.222150,False,8.71
2025-10-16T13:45:04.017236,False,10.73
2025-10-16T13:45:04.134330,False,8.58
2025-10-16T13:45:04.569195,False,10.75
2025-10-16T13:45:05.755311,False,8.83
2025-10-16T13:45:05.886809,False,8.92
2025-10-16T13:45:06.120253,False,8.98
2025-10-16T13:45:06.563614,False,8.29
2025-10-16T13:45:06.768553,False,9.08
2025-10-16T13:45:07.897116,False,9.43
2025-10-16T13:45:08.004082,False,10.37
2025-10-16T13:45:08.115952,False,9.81
2025-10-16T13:45:08.232065,False,9.38
2025-10-16T13:45:08.919845,False,9.82
2025-10-16T13:45:09.057227,False,9.79
2025-10-16T13:45:09.255200,False,9.48
2025-10-16T13:45:10.029376,False,8.56
2025-10-16T13:45:10.128669,False,9.06
2025-10-16T13:45:10.230142,False,9.74
2025-10-16T13:45:10.504589,False,10.63
2025-10-16T13:45:10.625120,False,9.41
2025-10-16T13:45:10.865867,False,9.79
2025-10-16T13:45:11.100906,False,9.5
2025-10-16T13:45:11.251191,False,8.96
2025-10-16T13:45:12.045951,False,9.05
2025-10-16T13:45:12.214080,False,8.78
2025-10-16T13:45:12.603514,False,8.69
2025-10-16T13:45:12.866753,False,10.03
2025-10-16T13:45:14.098656,False,9.48
2025-10-16T13:45:14.217846,False,9.66
2025-10-16T13:45:14.900260,False,8.66
2025-10-16T13:45:15.019189,False,9.22
2025-10-16T13:45:15.165228,False,10.26
2025-10-16T13:45:16.008445,False,8.72
2025-10-16T13:45:16.131599,False,10.0
2025-10-16T13:45:16.236227,False,8.64
